num,info
112,"Dr. med. H. Jost Achenbach, Dr. med. Maja Hennigs<br>Lungenklinik Lostau gGmbH<br>Schlaflabor<br>Lindenstraße 2<br>39291 Lostau<br><br>Telefon: (03 92 22) 8 12 70<br>Fax: (03 92 22) 8 12 85<br>E-Mail: <a href=""mailto:m.hennigs@lungenklinik-lostau.de"">m.hennigs@lungenklinik-lostau.de</a><br>Internet: <a href=""http://www.lungenklinik-lostau.de"">www.lungenklinik-lostau.de</a><br>"
113,"MU Dr. Detlev Böhm, Dipl.-Psych Sabine Feldmann<br>Fachklinikum Uchtspringe<br>Klinik für Neurologie und Schlafmedizin<br>Schlafmedizinisches Labor<br>Emil-Kaepelin-Str. 6<br>39576 Hansestadt Stendal<br><br>Telefon: (03 93 25) 704 063<br>Fax: (03 93 25) 704 069<br>E-Mail: <a href=""mailto:s.feldmann@salus-lsa.de"">s.feldmann@salus-lsa.de</a><br>Internet: <a href=""http://www.uchtspringe.de"">www.uchtspringe.de</a><br>"
114,"Dr. med. Charles Lange, Dr. med. Hartmut Grüger<br>Düsseldorf Grand Arc GmbH<br>Klinik für Schlafmedizin<br>Luise-Rainer-Str. 6-10<br>40235 Düsseldorf<br><br>Telefon: (0211) 44 77 4100<br>Fax: (0211) 44 77 4199<br>E-Mail: <a href=""mailto:info@klinik-fuer-schlafmedizin.de"">info@klinik-fuer-schlafmedizin.de</a><br>Internet: <a href=""http://www.klinik-fuer-schlafmedizin.de"">www.klinik-fuer-schlafmedizin.de</a><br>"
115,"Prof. Dr. Stefan Krüger, Dr. med. Robert
 Salentin<br>Kaiserswerther Diakonie<br>Florence-Nightingale-Krankenhaus<br>Klinik für Pneumologie, Kardiologie und internistische Intensivmedizin<br>Kreuzbergstr. 79<br>40489 Düsseldorf<br><br>Telefon: (02 11) 4 09-21 81<br>Fax: (02 11) 4 09-21 82<br>E-Mail: <a href=""mailto:salentin@kaiserswerther-diakonie.de"">salentin@kaiserswerther-diakonie.de</a><br>Internet: <a href=""http://www.schlaflabor-duesseldorf.de"">www.schlaflabor-duesseldorf.de</a><br>"
116,"Prof. Dr. med Carl-Albrecht Haensch <br>Kliniken Maria Hilf GmbH<br>Neurologische Klinik - Stroke Unit/Intensivstation<br>Schlafmedizinisches Zentrum<br>Viersener Str. 450<br>41063 Mönchengladbach<br><br>Telefon: (0 21 61) 8 92-30 01<br>Fax: (0 21 61) 8 92-30 03<br>E-Mail: <a href=""mailto:carl-albrecht.haensch@mariahilf.de"">carl-albrecht.haensch@mariahilf.de</a><br>Internet: <a href=""http://[www.mariahilf.de + www.s-m-z.de]"">[www.mariahilf.de + www.s-m-z.de]</a><br>"
117,"PD Dr. med.  Andreas Meyer, Dr. rer. nat. Wolfgang Wirtz<br>Kliniken Maria Hilf GmbH Mönchengladbach<br>Krankenhaus St. Franziskus - Klinik für Pneumologie<br>Schlafmedizinisches Zentrum<br>Viersener Str. 450<br>41063 Mönchengladbach<br><br>Telefon: (0 21 61)892-4601<br>Fax: (0 21 61)892-4602<br>E-Mail: <a href=""mailto:wolfgang.wirtz@mariahilf.de"">wolfgang.wirtz@mariahilf.de</a><br>Internet: <a href=""http://www.mariahilf.de"">www.mariahilf.de</a><br>"
118,"Dr. med. Volker M. Kroll <br>Herzpark Mönchengladbach<br>Schlaflabor<br> Schlafmedizinisches Zentrum Dr. med.Kroll<br>Louise-Gueury-Str. 400<br>41169 Mönchengladbach<br><br>Telefon: (0 21 61) 5 52-23 12 od. 02166-612061<br>Fax: (0 21 61) 5 52-23 19 od. (02166) 61 20 63<br>E-Mail: <a href=""mailto:praxis@kroll-schoeppner.de"">praxis@kroll-schoeppner.de</a><br>Internet: <a href=""http://www.lungenaerzte-kroll-schoeppner.de"">www.lungenaerzte-kroll-schoeppner.de</a><br>"
119,"Prof. Dr. med.  Bernd Sanner, Dr. med. Michael Haske<br>Bethesda Krankenhaus Wuppertal gGmbH<br>Medizinische Klinik<br>Schlaflabor<br>Hainstr. 35<br>42109 Wuppertal<br><br>Telefon: (02 02) 2 90-2002<br>Fax: (02 02) 2 90-20 05<br>E-Mail: <a href=""mailto:mk@bethesda-wuppertal.de"">mk@bethesda-wuppertal.de</a><br>Internet: <a href=""http://www.bethesda-wuppertal.de"">www.bethesda-wuppertal.de</a><br>"
120,"Dr. med. S. Stieglitz (Pneumologie) und Prof. Dr. Götz Lehnerdt (HNO), Dr. med. Nicolaos Mandrakas<br>St. Anna-Klinik Wuppertal<br>Klinik für HNO<br>Schlaflabor (St. Anna Klinik)<br>Vogelsangstr. 106<br>42109 Wuppertal<br><br>Telefon: (02 02) 2 99-42 46<br>Fax: (02 02) 2 99-42 45<br>E-Mail: <a href=""mailto:nikolaos.mandrakas@cellitinnen.de"">nikolaos.mandrakas@cellitinnen.de</a><br>Internet: <a href=""http://www.cellitinnen.de"">www.cellitinnen.de</a><br>"
121,"Prof. Dr. Kurt Rasche (Pneumologie) und Prof. Dr. Stefan Isenmann (Neurologie), Dr. Volker Bertram (Pneumologie) und Dr. Johann Sojka (Neurologie)<br>HELIOS Klinikum Wuppertal - Universitätsklinikum der UWH<br>Kliniken für Neurologie (Prof. Dr. Isenmann) und Pneumologie (Prof. Dr. Rasche) <br>HELIOS Schlaflabor Wuppertal<br>Heusnerstr. 40<br>42283 Wuppertal<br><br>Telefon: (02 02) 8 96-2913<br>Fax: (02 02) 8 96-1788<br>E-Mail: <a href=""mailto:volker.bertram@helios-kliniken.de und johann.sojka@helios-kliniken.de"">volker.bertram@helios-kliniken.de und johann.sojka@helios-kliniken.de</a><br>Internet: <a href=""http://www.helios-kliniken.de"">www.helios-kliniken.de</a><br>"
122,"Prof Dr. med.  Winfried J. Randerath, Dr. med. Wiebcke Dohrn<br>Krankenhaus Bethanien gGmbH<br>Klinik für Pneumologie und Allergologie<br>Zentrum für Schlaf- und Beatmungsmedizin<br>Aufderhöher Str. 169-175<br>42699 Solingen<br><br>Telefon: (02 12) 63-67 70, 0152-09328943 (Dohrn)<br>Fax: (02 12) 63-67 75<br>E-Mail: <a href=""mailto:sekretariat.schlaflabor@klinik-bethanien.de"">sekretariat.schlaflabor@klinik-bethanien.de</a><br>Internet: <a href=""http://www.klinik-bethanien.de"">www.klinik-bethanien.de</a><br>"
123,"Dr. med. Henning J. Henke, Dr.med. Thomas  Ellermann<br>St. Josef Krankenhaus Haan GmbH<br>Innere Abteilung<br>Schlaflabor<br>Robert-Koch-Str. 16<br>42781 Haan<br><br>Telefon: (0 21 29) 929-26 60<br>Fax: (0 21 29) 9 29-24 25<br>E-Mail: <a href=""mailto:ellermannqk-plus.de; wader@k-plus.de"">ellermannqk-plus.de; wader@k-plus.de</a><br>Internet: <a href=""http://www.k-plus.de"">www.k-plus.de</a><br>"
124,"Dr. med. Volker Launhardt, Dr. med. Alfred Möllers<br>Krankenhaus Wermelskirchen GmbH<br>Medizinische Abteilung<br>Schlaflabor<br>Königstr. 100<br>42929 Wermelskirchen<br><br>Telefon: (0 21 96) 98 - 5 44<br>Fax: (0 21 96) 98 - 3 82<br>E-Mail: <a href=""mailto:schlaflabor@krankenhaus-wermelskirchen.de"">schlaflabor@krankenhaus-wermelskirchen.de</a><br>Internet: <a href=""http://www.krankenhaus-wermelskirchen.de"">www.krankenhaus-wermelskirchen.de</a><br>"
125,"Dr. med. Hans-Christian Blum, Dr. med. Riccardo A. Stoohs<br>Somnolab Dortmund<br>Zentrum für Schlafmedizin &amp; Schlafstörungen GbR<br>Am Kai 10<br>44263 Dortmund<br><br>Telefon: (02 31) 94 11 30 40<br>Fax: (02 31) 94 11 30 30<br>E-Mail: <a href=""mailto:dortmund@somnolab.de"">dortmund@somnolab.de</a><br>Internet: <a href=""http://www.somnolab.de"">www.somnolab.de</a><br>"
126,"Dr. med.  Clemens Kelbel <br>Klinikum Westfalen<br>Betriebsteil Knappschaftskrankenhaus Dortmund<br>Medizinische Klinik II, Schlaflabor<br>Am Knappschaftskrankenhaus 1<br>44309 Dortmund<br><br>Telefon: (02 31) 9 22 - 13 73<br>Fax: (02 31) 9 22 -1375<br>E-Mail: <a href=""mailto:clemens.kelbel@klinikum-westfalen.de"">clemens.kelbel@klinikum-westfalen.de</a><br>Internet: <a href=""http://www.Klinikum-Westfalen.de"">www.Klinikum-Westfalen.de</a><br>"
127,"Dr. med. Jürgen Jahn, Dr. med. Martina Neddermann<br>EvK Castrop-Rauxel<br>Innere Abteilung<br>Schlaflabor<br>Grutholzallee 21<br>44577 Castrop-Rauxel<br><br>Telefon: (0 23 05) 1 02-2646<br>Fax: (0 23 05) 1 02-2997<br>E-Mail: <a href=""mailto: j.jahn@evk-castrop-rauxel.de""> j.jahn@evk-castrop-rauxel.de</a><br>Internet: <a href=""http://www.evk-castrop-rauxel.de"">www.evk-castrop-rauxel.de</a><br>"
128,"Dr. med. Heiko Hang <br>Marienhospital Herne<br>Universitätsklinik der Ruhr Universität Bochum<br>Zentrum für Schlafmedizin<br>Hölkeskampring 40<br>44625 Herne<br><br>Telefon: (0 23 23) 499-5111, (02323) 499-1591 Sekr. Hang<br>Fax: (0 23 23) 4 99-1680<br>E-Mail: <a href=""mailto:heiko.hang@elisabethgruppe.de"">heiko.hang@elisabethgruppe.de</a><br>Internet: <a href=""http://www.ruhr-uni-bochum.de/mahe"">www.ruhr-uni-bochum.de/mahe</a><br>"
129,"Prof. Dr. med.  Santiago Ewig <br>Ev. Krankenhaus Herne<br>Thoraxzentrum Ruhrgebiet<br>Schlaflabor<br>Hordeler Str. 7-9<br>44651 Herne<br><br>Telefon: (0 23 23) 49 89-22 49<br>Fax: (0 23 23) 49 89 - 23 20<br>E-Mail: <a href=""mailto:schlaflabor-we@evk-herne.de"">schlaflabor-we@evk-herne.de</a><br>"
130,"Dr. med. Martin Holster, Dr. med. Hans-Georg Lange von Stocmeier <br>Gemeinschaftspraxis für Lungen- und Bronchialheikunde, Allergologie, Schlafmedizin<br>Schlaflabor Bochum-Gelsenkirchen<br>Kurt-Schumacher-Platz 4<br>44787 Bochum<br><br>Telefon: (0234) 6406228<br>Fax: (0234) 9020655<br>E-Mail: <a href=""mailto:info@pneumologe.de"">info@pneumologe.de</a><br>Internet: <a href=""http://www.pneumologe.de/schlafmedizin.html"">www.pneumologe.de/schlafmedizin.html</a><br>"
131,"PD Dr. med.  Andrea Koch, Dr. med. Juliane Kronsbein<br>Berufsgenossenschaftliches Universitätsklinikum Bergmannsheil GmbH<br>Zentrum für Innere Medizin - Med. Klinik III<br>Pneumologie, Allergologie, Schlaf- und Beatmungsmedizin<br>Bürkle-de-la-Camp-Platz 1<br>44789 Bochum<br><br>Telefon: (02 34) 3 02-6800<br>Fax: (02 34) 3 02-6420 oder -6824<br>E-Mail: <a href=""mailto:juliane.kronsbein@bergmannsheil.de"">juliane.kronsbein@bergmannsheil.de</a><br>Internet: <a href=""http://www.bergmannsheil.de"">www.bergmannsheil.de</a><br>"
132,"Prof. Dr. med.  Helmut Teschler, Dr. Stefanie Werther<br>Ruhrlandklinik Essen<br>Pneumologie-Universitätsklinik<br>Interdisziplinäres Schlafmedizinisches Zentrum<br>Tüschener Weg 40<br>45239 Essen<br><br>Telefon: (02 01) 4 33 01<br>Fax: (02 01) 4 33-14 60<br>E-Mail: <a href=""mailto:schlafinfo@ruhrlandklinik.uk-essen.de"">schlafinfo@ruhrlandklinik.uk-essen.de</a><br>Internet: <a href=""http://www.ruhrlandklinik.de"">www.ruhrlandklinik.de</a><br>"
133,"Dr. med. habil.  Hans-Joachim Kullmann, Dr. med. Sven Schneider<br>Kliniken Essen-Mitte<br>Klinik für Pneumologie, Allergologie und Zentrum für Schlafmedizin<br>Am Deimelsberg 34 a<br>45276 Essen<br><br>Telefon: (02 01) 174 22052<br>Fax: (02 01)174 22050<br>E-Mail: <a href=""mailto:pneumologie@kliniken-essen-mitte.de"">pneumologie@kliniken-essen-mitte.de</a><br>Internet: <a href=""http://www.kliniken-essen-mitte.de"">www.kliniken-essen-mitte.de</a><br>"
134,"Dr. med. Peter Caspar Schulte, Dr. med. Michael Schäfer<br>Alfried Krupp Krankenhaus<br>Medizinische Klinik III<br>Zentrum für Schlafmedizin<br>Hellweg 100<br>45276 Essen<br><br>Telefon: (02 01) 8 05-21 71<br>Fax: (02 01) 8 05-2174<br>E-Mail: <a href=""mailto:Michael.Schaefer@krupp-krankenhaus.de"">Michael.Schaefer@krupp-krankenhaus.de</a><br>Internet: <a href=""http://www.schlafmedizin@krupp-krankenhaus.de"">www.schlafmedizin@krupp-krankenhaus.de</a><br>"
135,"Dr. med. Martin  Schulz, Dr. med. Manfred von Buttlar<br>Ambulantes Schlafzentrum (ASZ Mülheim)<br>am St. Marienhospital<br>Schloßstr.22<br>45468 Mülheim an der Ruhr<br><br>Telefon: (02 08) 459080; 381078 (Praxis Dr.v. Buttlar)<br>Fax: (02 08) 4372179<br>E-Mail: <a href=""mailto:info@praxis-mh.de"">info@praxis-mh.de</a><br>Internet: <a href=""http://schlaflabor-mh.de"">schlaflabor-mh.de</a><br>"
136,"Dr. med. Jens Geiseler, Dr. med. Günther Freudenberg<br>Klinikum Vest GmbH<br>Knappschaftskrankenhaus<br>Medizinische Klinik III Pneumologie, Schlafmedizin, Weaning, Heimbeatmung<br>Dorstener Str. 151<br>45657 Recklinghausen<br><br>Telefon: (0 23 61) 56-49 10<br>Fax: (0 23 61) 56-49 19<br>E-Mail: <a href=""mailto:pneumologie@klinikum-vest.de"">pneumologie@klinikum-vest.de</a><br>Internet: <a href=""http://www.kk-recklinghausen.de"">www.kk-recklinghausen.de</a><br>"
137,"Prof. Dr. Claudia Roll, Prof. Dr. med. Bernhard Schlüter<br>Vestische Kinder- und Jugendklinik Datteln<br>Schlaflabor<br>Dr. - Friedrich-Steiner-Str. 5<br>45711 Datteln<br><br>Telefon: (0 23 63) 9 75-272<br>Fax: (0 23 63) 9 75-279<br>E-Mail: <a href=""mailto:bernhard.Schlueter@kinderklinik-datteln.de"">bernhard.Schlueter@kinderklinik-datteln.de</a><br>Internet: <a href=""http://www.kinderklinik-datteln.de"">www.kinderklinik-datteln.de</a><br>"
138,"Dr. med. Hermann Thomas, Dr. med.  Norbert  Holtbecker<br>St. Sixtus-Hospital<br>Schlaflabor<br>Gartenstr.2<br>45721 Haltern am See<br><br>Telefon: (02364) 104 25 203<br>Fax: (02364) 104 25 201<br>E-Mail: <a href=""mailto:pneumologie.haltern@kkrn.de"">pneumologie.haltern@kkrn.de</a><br>Internet: <a href=""http://www.kkrn.de"">www.kkrn.de</a><br>"
139,"Dr. med. Ali-Ekbar Firat, Dr. med. Tatjana Starke<br>Knappschaftskrankenhaus Bergbannsheil Buer <br>Klinik für Pneumologie<br>Schernweg 4<br>45894 Gelsenkirchen<br><br>Telefon: (0209) 5902 7380<br>Fax: (0209) 5902 388<br>E-Mail: <a href=""mailto:innere-pneumologie@bergmannsheil-buer.de"">innere-pneumologie@bergmannsheil-buer.de</a><br>Internet: <a href=""http://www.bergmannsheil-buer.de"">www.bergmannsheil-buer.de</a><br>"
140,"Dr. med. Peter Gunter Auer, Dr. med. Ulrich Peters<br>Kath. Kliniken Emscher-Lippe GmbH<br>St. Josef-Hospital<br>Schlaflabor<br>Rudolf-Bertram-Platz 1<br>45899 Gelsenkirchen-Horst<br><br>Telefon: (02 09) 5 04-0<br>Fax: (02 09) 5 04-52 39<br>E-Mail: <a href=""mailto:upeters@kkel.de"">upeters@kkel.de</a><br>Internet: <a href=""http://www.KKEL.de"">www.KKEL.de</a><br>"
141,"Dr. med. Sahmir Kujovic <br>HELIOS St. Elisabeth Klinik Oberhausen<br>Zentrum für Schlaf- und Beatmungsmedizin<br>Josefstr. 3<br>46045 Oberhausen<br><br>Telefon: (02 08) 85 08-11 70<br>Fax: (02 08) 85 08-11 79<br>E-Mail: <a href=""mailto:christine.salk-marzian@helios-kliniken.de"">christine.salk-marzian@helios-kliniken.de</a><br>Internet: <a href=""http://www.helios-kliniken.de/klinik/oberhausen"">www.helios-kliniken.de/klinik/oberhausen</a><br>"
142,"Dr. med. Dipl. Psych.  Frank Ingenabel <br>St. Marien-Hospital Osterfeld gGmbH<br>Medizinische Klinik<br>Schlaflabor<br>Nürnbergerstr. 10<br>46117 Oberhausen<br><br>Telefon: (02 08) 89 91-55 07<br>Fax: (02 08) 89 91-55 09<br>E-Mail: <a href=""mailto:f.ingenabel@kk-ob.de"">f.ingenabel@kk-ob.de</a><br>Internet: <a href=""http://www.kk-ob.de"">www.kk-ob.de</a><br>"
143,"Prof. Dr. med.  Gerhard Laier-Groeneveld, Yahya Abazed<br>Evangelisches Klinikum Niederrhein gGmbH<br>Medizinische Klinik II<br>Schlaflabor<br>Steinbrinkstraße 96a<br>46145 Oberhausen<br><br>Telefon: (02 08) 697-4201; -4999<br>Fax: (02 08) 697 - 42 03<br>E-Mail: <a href=""mailto:gerhard.laier-groeneveld@evkln.de"">gerhard.laier-groeneveld@evkln.de</a><br>Internet: <a href=""http://www.evkln.de"">www.evkln.de</a><br>"
144,"Dr. med. Martin Günther, Dr. Sven Plewa<br>Marienhospital Bottrop gGmbH<br>Klinik für Kinder- und Jugendmedizin<br>Schlaflabor<br>Josef-Albers-Str. 70<br>46236 Bottrop<br><br>Telefon: (0 20 41) 1 06-15 50<br>Fax: (0 20 41) 1 06-15 09<br>E-Mail: <a href=""mailto:oliver.hendricks@mhb-bottrop.de"">oliver.hendricks@mhb-bottrop.de</a><br>Internet: <a href=""http://www.marienhospital-bottrop.de"">www.marienhospital-bottrop.de</a><br>"
145,"Dr. med. Hermann Thomas <br>Kath. Klinikum Rohrgebiert Nord GmbH, St. Elisabeth-Krankenhaus Dorsten GmbH<br>Klinik für Lungen-, Bronchialheilkunde,<br>Allergologie und Schlafmedizin<br>Pfarrer-Wilhelm-Schmitz-Str. 1<br>46282 Dorsten<br><br>Telefon: (0 23 62) 29-35 62<br>Fax: (0 23 62) 29-15 62<br>E-Mail: <a href=""mailto:dr.h.thomas@kkrn.de"">dr.h.thomas@kkrn.de</a><br>Internet: <a href=""http://www.kkrn.de"">www.kkrn.de</a><br>"
146,"Dr. med. Andreas Klimkiewicz <br>St. Willibrord-Spital Emmerich-Rees gGmbH<br>Abteilung Innere Medizin<br>Bereich Pneumologie / Schlaflabor<br>Willibrordstr. 9<br>46446 Emmerich<br><br>Telefon: (0 28 22) 73-1735<br>Fax: (0 28 22) 73-1738<br>E-Mail: <a href=""mailto:schlaflabor.WSE@prohomine.de"">schlaflabor.WSE@prohomine.de</a><br>Internet: <a href=""http://www.willibrord-spital.de"">www.willibrord-spital.de</a><br>"
147,"Dr.  Astrid Koch, Dr. med. Martin Höffkes<br>St.-Vinzenz-Hospital gGmbH<br>Innere Medizin<br>Schlaflabor<br>Dr.-Otto-Seidel-Str. 31-33<br>46535 Dinslaken<br><br>Telefon: (0 20 64) 44 11 65<br>Fax: (0 20 64) 44 11 99<br>E-Mail: <a href=""mailto:martin.hoeffkes@st-vinzenz-hospital.de"">martin.hoeffkes@st-vinzenz-hospital.de</a><br>Internet: <a href=""http://www.st-vinzenz-hospital.de"">www.st-vinzenz-hospital.de</a><br>"
148,"Christoph Altmann, Dr. med. Christoph Murach<br>Sana Klinikum Duisburg<br>Klinik für Kardiologie, Pneumologie und internistische Intensivmedizin<br>Zentrum für Schlafmedizin<br>Zu den Rehwiesen 9<br>47055 Duisburg<br><br>Telefon: (02 03) 7 33-23 49/-0 Zentrale<br>Fax: (02 03) 7 33-23 72<br>E-Mail: <a href=""mailto:christoph.murach@sana.de"">christoph.murach@sana.de</a><br>Internet: <a href=""http://www.sana-duisburg.de"">www.sana-duisburg.de</a><br>"
149,"PD Dr. med. Nikolaus Büchner <br>Helios Klinikum Duisburg<br>St. Johannes Hospital<br>Schlaflabor<br>An der Abtei 7-11<br>47166 Duisburg<br><br>Telefon: (0203) 546-2098; (0203) 546-2091 (Sekr.)<br>Fax: (0203) 546-2897<br>E-Mail: <a href=""mailto:schlaflabor.duisburg@helios-kliniken.de"">schlaflabor.duisburg@helios-kliniken.de</a><br>Internet: <a href=""http://www.helios-kliniken.de"">www.helios-kliniken.de</a><br>"
150,"Dr. med. Thomas Voshaar <br>Krankenhaus Bethanien<br>Medizinische Klinik III - Schwerpunkt Pneumologie und Allergologie<br>Zentrum für Schlafmedizin und Heimbeatmung<br>Bethanienstr. 21<br>47441 Moers<br><br>Telefon: (0 28 41) 2 00-24 10<br>Fax: (0 28 41) 2 00-24 90<br>E-Mail: <a href=""mailto:th.voshaar@bethanienmoers.de"">th.voshaar@bethanienmoers.de</a><br>Internet: <a href=""http://www.bethanien-moers.de"">www.bethanien-moers.de</a><br>"
151,"Dr. med. Klaus Kattenbeck, Dr. med. Anton H. Rzepka<br>St. Bernhard-Hospital Kamp-Lintfort GmbH<br>Innere Medizin II<br>Schlaflabor<br>Bürgermeister-Schmelzing-Str. 90<br>47475 Kamp-Lintfort<br><br>Telefon: (0 28 42) 708-333 od. 708-331<br>Fax: (0 28 42) 7 08-1 99 oder 708-136<br>E-Mail: <a href=""mailto:Rzepka@St-Bernhard-Hospital.de"">Rzepka@St-Bernhard-Hospital.de</a><br>Internet: <a href=""http://www.St-Bernhard-Hospital.de"">www.St-Bernhard-Hospital.de</a><br>"
152,"PD Dr. med. H.-J. von Giesen, Dr. Manfred Hermanns<br>Alexianer-Krankenhaus Krefeld<br>Interdisziplinäres Schlafzentrum<br>Oberdiessemer Str. 111<br>47805 Krefeld<br><br>Telefon: (0 21 51) 34-7199<br>Fax: (0 21 51) 34-7517<br>E-Mail: <a href=""mailto:schlaflabor@alexianer-krefeld.de"">schlaflabor@alexianer-krefeld.de</a><br>Internet: <a href=""http://www.alexianer-krefeld.de"">www.alexianer-krefeld.de</a><br>"
153,"Dr. med. Manuel Streuter, Dr. med. Rudolf Hoffmann<br>HELIOS Klinikum Krefeld<br>Lungenzentrum<br>Schlaflabor<br>Lutherplatz 40<br>47805 Krefeld<br><br>Telefon: (0 21 51) 32-27 26<br>Fax: (0 21 51) 32-20 73<br>E-Mail: <a href=""mailto:schlaflabor.krefeld@helios-kliniken.de"">schlaflabor.krefeld@helios-kliniken.de</a><br>Internet: <a href=""http://www.klinikum-krefeld.de"">www.klinikum-krefeld.de</a><br>"
154,"Dr. med. Christine Behmenburg <br>Interdisziplinäres Schlaflabor<br>in der Klinik Königshof<br>Am Dreifaltigkeitskloster 16<br>47807 Krefeld<br><br>Telefon: 02152 52762<br>E-Mail: <a href=""mailto:praxis@behmenburg-metten.de"">praxis@behmenburg-metten.de</a><br>"
155,"Univ.-Prof. Dr. med. Peter Young <br>Universitätsklinikum Münster<br>Institut für Schlafmedizin und Neuromuskuläre Erkrankungen<br>Albert-Schweitzer-Campus 1 , Gebäude A1<br>48149 Münster<br><br>Telefon: (02 51) 834-4403 (SL)/-80 16 (Schlafsprechstunde)/-8196 (Privatambulanz Dr. Young)<br>Fax: (02 51) 834-5059<br>E-Mail: <a href=""mailto:young@uni-muenster.de"">young@uni-muenster.de</a><br>Internet: <a href=""http://neurologie.uni-muenster.de"">neurologie.uni-muenster.de</a><br>"
156,"Dr. med. I. Greving, Dr. med. Martin Mohnke<br>Christophorus Klinik 1 GmbH<br>Franz-Hospital Dülmen<br>Schlafmedizinisches Zentrum<br>Vollenstr. 10<br>48249 Dülmen<br><br>Telefon: (02594) 92-21449<br>Fax: (02594) 92-21 422<br>E-Mail: <a href=""mailto:mk1.duelmen@christophorus-kliniken.de (sekretariat)"">mk1.duelmen@christophorus-kliniken.de (sekretariat)</a><br>Internet: <a href=""http://www.christophorus-kliniken.de"">www.christophorus-kliniken.de</a><br>"
157,"Dr. med. Gisbert Linnemann, Dr. med. Bernd Gronemeier<br>St. Antonius-Hospital Gronau GmbH<br>Schlaflabor<br>Möllenweg 22<br>48599 Gronau<br><br>Telefon: (0 25 62) 9 15-23 20<br>Fax: (0 25 62) 9 15-23 32<br>E-Mail: <a href=""mailto:gronemeier@st-antonius-gronau.de"">gronemeier@st-antonius-gronau.de</a><br>Internet: <a href=""http://www.st-antonius-gronau.de"">www.st-antonius-gronau.de</a><br>"
158,"Dr. med. Thomas Westermann <br>St. Marien-Krankenhaus Ahaus-Vreden<br>Innere Abteilung<br>Schlaflabor<br>Wüllener Str. 101<br>48683 Ahaus<br><br>Telefon: (0 25 61) 99 1443<br>Fax: (0 25 61) 99 1446<br>E-Mail: <a href=""mailto:westermann@marien-kh-gmbh.de"">westermann@marien-kh-gmbh.de</a><br>"
159,"Dr. med. Ludger Roggenkamp <br>Pneumologische Gemeinschaftspraxis<br>Im Aerztehaus an der Bischofsstrasse<br>Schlaflabor am Marienhospital Osnabrueck<br>Bischofsstr. 30<br>49074 Osnabrück<br><br>Telefon: (0541) 600 250<br>Fax: (0541) 600 25 25<br>E-Mail: <a href=""mailto:rofi@osnanet.de"">rofi@osnanet.de</a><br>Internet: <a href=""http://www.lungenaerzte-os.de"">www.lungenaerzte-os.de</a><br>"
160,"Dr. med. Christoph Schenk <br>Ambulantes Schlafzentrum Osnabrück<br>am Klinikum Osnabrück<br>Ambulantes Schlafzentrum Osnabrück<br>Am Finkenhügel 3<br>49076 Osnabrück<br><br>Telefon: (05 41) 4 06 80 53<br>Fax: (05 41) 20079958<br>E-Mail: <a href=""mailto:info@schlafmedizin.de"">info@schlafmedizin.de</a><br>Internet: <a href=""http://www.schlafmedizin.de"">www.schlafmedizin.de</a><br>"
161,"Dr. med. Klaus-Dieter Wolgast <br>St.-Franziskus-Hospital <br>Abt. für Innere Medizin<br>Akkreditiertes Schlafmedizinisches Zentrum Lohne<br>Franziskusstr. 6<br>49393 Lohne<br><br>Telefon: (0 44 42) 81-1 37 /-1 38<br>Fax: (0 44 42) 81- 3 19<br>E-Mail: <a href=""mailto:wolgast@kh-lohne.de"">wolgast@kh-lohne.de</a><br>Internet: <a href=""http://www.Krankenhaus-Lohne.de"">www.Krankenhaus-Lohne.de</a><br>"
162,"Dr. med. Ralf Hardenberg, Dr. med. Michael Arfmann<br>Krankenhaus St.-Elisabeth gGmbH<br>Klinik für Innere Medizin<br>Zentrum für Schlafmedizin und Heimbeatmung<br>Lindenstr. 3-7<br>49401 Damme<br><br>Telefon: (0 54 91) 60-9125 oder 60-304<br>Fax: (0 54 91) 60-814<br>E-Mail: <a href=""mailto:innamb@krakenhaus-damme.de "">innamb@krakenhaus-damme.de </a><br>Internet: <a href=""http://www.Krankenhaus-damme.de"">www.Krankenhaus-damme.de</a><br>"
163,"Dr. med Florian Bethke, Dr. med. Maik Dietz<br>Klinikum Ibbenbüren gGmbH <br>Abteilung Neurologie<br>Schlaflabor<br>Schulstr. 11<br>49477 Ibbenbüren<br><br>Telefon: (0 54 51) 52-14 00<br>Fax: (0 54 51) 52-14 50<br>E-Mail: <a href=""mailto:schlaflabor@klinikum-ibbenbueren.de"">schlaflabor@klinikum-ibbenbueren.de</a><br>Internet: <a href=""http://www.schlaflabor-ibbenbueren.de"">www.schlaflabor-ibbenbueren.de</a><br>"
164,"Dr. med. Christoph Stolpe <br>Ambulantes Schlaflabor Tecklenburger Land<br>Lungenpraxis Dr. Stolpe<br>Gravenhorster Straße 1a<br>49477 Ibbenbüren<br><br>Telefon: (05451) 15 008<br>Fax: (05451) 15 009<br>E-Mail: <a href=""mailto:praxis@dr-stolpe.de"">praxis@dr-stolpe.de</a><br>Internet: <a href=""http://www.schlaflabor-tl.de"">www.schlaflabor-tl.de</a><br>"
